cve_ent_mun,fecha,confirmados,decesos,pruebas,indice_vulnerabilidad
8066,21/04/2020,0,0,0,vulnerabilidad media
8067,21/04/2020,0,0,0,sin vulnerabilidad
9002,21/04/2020,116,12,512,vulnerabilidad baja
9003,21/04/2020,159,14,643,vulnerabilidad media
9004,21/04/2020,106,5,323,vulnerabilidad alta
9005,21/04/2020,282,53,1239,vulnerabilidad media
9006,21/04/2020,115,11,481,vulnerabilidad media
9007,21/04/2020,377,46,1353,vulnerabilidad media
9008,21/04/2020,73,8,426,vulnerabilidad alta
9009,21/04/2020,57,0,213,vulnerabilidad muy alta
9010,21/04/2020,192,27,789,vulnerabilidad media
9011,21/04/2020,62,5,396,vulnerabilidad media
9012,21/04/2020,218,13,821,vulnerabilidad alta
9013,21/04/2020,114,11,561,vulnerabilidad alta
9014,21/04/2020,121,17,666,vulnerabilidad media
9015,21/04/2020,172,19,670,vulnerabilidad media
9016,21/04/2020,187,9,634,vulnerabilidad media
9017,21/04/2020,108,15,454,vulnerabilidad media
10001,21/04/2020,0,0,1,sin vulnerabilidad
10002,21/04/2020,0,0,0,vulnerabilidad media
10003,21/04/2020,0,0,0,vulnerabilidad baja
10004,21/04/2020,0,1,3,sin vulnerabilidad
10005,21/04/2020,5,3,122,sin vulnerabilidad
10006,21/04/2020,1,0,2,sin vulnerabilidad
10007,21/04/2020,11,4,196,vulnerabilidad baja
10008,21/04/2020,11,0,12,vulnerabilidad baja
10009,21/04/2020,0,0,0,vulnerabilidad alta
10010,21/04/2020,0,0,0,sin vulnerabilidad
10011,21/04/2020,0,0,1,sin vulnerabilidad
10012,21/04/2020,1,0,38,sin vulnerabilidad
10013,21/04/2020,1,1,4,sin vulnerabilidad
10014,21/04/2020,0,0,0,vulnerabilidad alta
10015,21/04/2020,0,0,1,sin vulnerabilidad
10016,21/04/2020,0,0,0,vulnerabilidad baja
10017,21/04/2020,0,0,0,vulnerabilidad baja
10018,21/04/2020,0,0,2,sin vulnerabilidad
10019,21/04/2020,0,0,0,vulnerabilidad alta
10020,21/04/2020,0,0,0,sin vulnerabilidad
10021,21/04/2020,0,0,0,sin vulnerabilidad
10022,21/04/2020,0,0,1,sin vulnerabilidad
10023,21/04/2020,0,0,5,vulnerabilidad media
10024,21/04/2020,0,1,3,sin vulnerabilidad
10025,21/04/2020,0,0,0,sin vulnerabilidad
10026,21/04/2020,0,0,0,vulnerabilidad media
10027,21/04/2020,0,0,1,vulnerabilidad media
10028,21/04/2020,1,0,3,sin vulnerabilidad
10029,21/04/2020,0,0,1,sin vulnerabilidad
10030,21/04/2020,0,0,0,sin vulnerabilidad
10031,21/04/2020,0,0,0,sin vulnerabilidad
10032,21/04/2020,0,0,2,vulnerabilidad baja
10033,21/04/2020,0,0,0,vulnerabilidad baja
10034,21/04/2020,0,0,0,vulnerabilidad media
10035,21/04/2020,0,0,1,vulnerabilidad media
10036,21/04/2020,0,0,5,vulnerabilidad baja
10037,21/04/2020,0,0,0,vulnerabilidad alta
10038,21/04/2020,0,0,2,vulnerabilidad baja
10039,21/04/2020,0,0,1,vulnerabilidad baja
11001,21/04/2020,2,0,9,vulnerabilidad baja
11002,21/04/2020,5,3,58,sin vulnerabilidad
11003,21/04/2020,8,1,45,vulnerabilidad baja
11004,21/04/2020,0,0,9,sin vulnerabilidad
11005,21/04/2020,0,1,10,sin vulnerabilidad
11006,21/04/2020,0,0,1,vulnerabilidad media
11007,21/04/2020,7,5,114,vulnerabilidad media
11008,21/04/2020,0,0,5,sin vulnerabilidad
11009,21/04/2020,1,1,6,vulnerabilidad media
11010,21/04/2020,0,0,10,sin vulnerabilidad
11011,21/04/2020,6,0,27,sin vulnerabilidad
11012,21/04/2020,0,0,12,sin vulnerabilidad
11013,21/04/2020,0,0,0,sin vulnerabilidad
11014,21/04/2020,0,2,24,vulnerabilidad baja
11015,21/04/2020,8,2,70,sin vulnerabilidad
11016,21/04/2020,0,0,10,sin vulnerabilidad
11017,21/04/2020,16,8,186,vulnerabilidad baja
11018,21/04/2020,0,0,10,sin vulnerabilidad
11019,21/04/2020,0,0,39,sin vulnerabilidad
11020,21/04/2020,52,3,1318,vulnerabilidad baja
11021,21/04/2020,1,0,15,vulnerabilidad media
11022,21/04/2020,0,1,12,sin vulnerabilidad
11023,21/04/2020,4,2,27,sin vulnerabilidad
11024,21/04/2020,0,0,4,sin vulnerabilidad
11025,21/04/2020,0,0,10,vulnerabilidad baja
11026,21/04/2020,1,1,19,vulnerabilidad baja
11027,21/04/2020,27,7,113,vulnerabilidad baja
11028,21/04/2020,1,0,50,vulnerabilidad baja
11029,21/04/2020,0,0,15,vulnerabilidad media
11030,21/04/2020,0,1,24,vulnerabilidad media
11031,21/04/2020,0,0,34,vulnerabilidad baja
11032,21/04/2020,0,0,10,sin vulnerabilidad
11033,21/04/2020,3,2,27,vulnerabilidad media
11034,21/04/2020,0,0,1,vulnerabilidad media
11035,21/04/2020,2,0,8,vulnerabilidad media
11036,21/04/2020,0,0,7,sin vulnerabilidad
11037,21/04/2020,3,0,29,vulnerabilidad media
11038,21/04/2020,0,0,17,sin vulnerabilidad
11039,21/04/2020,0,0,7,sin vulnerabilidad
11040,21/04/2020,0,0,7,vulnerabilidad media
11041,21/04/2020,6,1,21,vulnerabilidad media
11042,21/04/2020,2,0,33,sin vulnerabilidad
11043,21/04/2020,0,0,1,vulnerabilidad media
11044,21/04/2020,1,0,9,vulnerabilidad media
11045,21/04/2020,0,0,3,vulnerabilidad media
11046,21/04/2020,3,0,16,sin vulnerabilidad
12001,21/04/2020,60,13,311,vulnerabilidad alta
12002,21/04/2020,2,1,3,vulnerabilidad media
12003,21/04/2020,0,0,1,vulnerabilidad alta
12004,21/04/2020,0,0,0,vulnerabilidad media
12005,21/04/2020,0,1,1,vulnerabilidad baja
12006,21/04/2020,0,0,1,vulnerabilidad media
12007,21/04/2020,0,0,2,vulnerabilidad media
12008,21/04/2020,1,1,1,vulnerabilidad media
12009,21/04/2020,0,0,0,vulnerabilidad media
12010,21/04/2020,0,0,0,vulnerabilidad media
12011,21/04/2020,0,2,6,vulnerabilidad baja
12012,21/04/2020,0,1,6,vulnerabilidad media
12013,21/04/2020,0,0,1,vulnerabilidad alta
12014,21/04/2020,0,0,1,vulnerabilidad media
12015,21/04/2020,0,0,1,vulnerabilidad baja
12016,21/04/2020,0,0,0,vulnerabilidad media
12017,21/04/2020,1,1,1,vulnerabilidad alta
12018,21/04/2020,1,0,2,vulnerabilidad media
12019,21/04/2020,0,0,0,vulnerabilidad media
12020,21/04/2020,0,0,1,vulnerabilidad media
12021,21/04/2020,3,0,5,vulnerabilidad media
12022,21/04/2020,0,1,2,vulnerabilidad alta
12023,21/04/2020,0,0,1,vulnerabilidad media
12024,21/04/2020,0,0,0,vulnerabilidad media
12025,21/04/2020,0,0,0,vulnerabilidad media
12026,21/04/2020,0,0,0,vulnerabilidad alta
12027,21/04/2020,0,0,3,vulnerabilidad alta
12028,21/04/2020,2,1,6,vulnerabilidad media
12029,21/04/2020,31,4,85,vulnerabilidad media
12030,21/04/2020,0,0,1,vulnerabilidad media
12031,21/04/2020,0,0,0,vulnerabilidad alta
12032,21/04/2020,0,0,0,vulnerabilidad media
12033,21/04/2020,4,1,6,vulnerabilidad baja
12034,21/04/2020,0,0,0,vulnerabilidad media
12035,21/04/2020,3,1,21,vulnerabilidad media
12036,21/04/2020,0,0,0,vulnerabilidad media
12037,21/04/2020,0,0,0,vulnerabilidad media
12038,21/04/2020,1,2,10,vulnerabilidad baja
12039,21/04/2020,0,0,1,vulnerabilidad media
12040,21/04/2020,0,0,0,vulnerabilidad baja
12041,21/04/2020,0,0,0,vulnerabilidad media
12042,21/04/2020,0,0,1,vulnerabilidad media
12043,21/04/2020,0,0,1,vulnerabilidad media
12044,21/04/2020,0,0,1,vulnerabilidad baja
12045,21/04/2020,0,0,0,vulnerabilidad media
12046,21/04/2020,0,0,5,vulnerabilidad media
12047,21/04/2020,0,0,0,vulnerabilidad media
12048,21/04/2020,0,0,4,vulnerabilidad baja
12049,21/04/2020,0,0,0,vulnerabilidad baja
12050,21/04/2020,0,0,3,vulnerabilidad muy alta
12051,21/04/2020,1,0,1,vulnerabilidad media
12052,21/04/2020,0,0,1,vulnerabilidad media
12053,21/04/2020,2,1,7,vulnerabilidad media
12054,21/04/2020,0,0,0,vulnerabilidad alta
12055,21/04/2020,6,2,26,vulnerabilidad media
12056,21/04/2020,0,1,1,vulnerabilidad media
12057,21/04/2020,0,0,2,vulnerabilidad baja
12058,21/04/2020,0,0,0,vulnerabilidad media
12059,21/04/2020,0,0,6,vulnerabilidad media
12060,21/04/2020,0,0,1,vulnerabilidad media
12061,21/04/2020,2,0,5,vulnerabilidad media
12062,21/04/2020,0,0,0,vulnerabilidad alta
12063,21/04/2020,0,0,0,vulnerabilidad media
12064,21/04/2020,0,0,0,vulnerabilidad media
12065,21/04/2020,0,0,0,vulnerabilidad media
12066,21/04/2020,3,1,16,vulnerabilidad media
12067,21/04/2020,0,0,0,vulnerabilidad alta
12068,21/04/2020,1,0,3,vulnerabilidad alta
12069,21/04/2020,1,1,1,vulnerabilidad media
12070,21/04/2020,5,0,9,vulnerabilidad media
12071,21/04/2020,0,1,2,vulnerabilidad media
12072,21/04/2020,0,0,0,vulnerabilidad media
12073,21/04/2020,0,0,2,vulnerabilidad alta
12074,21/04/2020,0,0,1,vulnerabilidad media
12075,21/04/2020,0,0,3,vulnerabilidad media
12076,21/04/2020,0,0,0,vulnerabilidad media
12077,21/04/2020,0,0,0,vulnerabilidad media
12078,21/04/2020,0,0,0,vulnerabilidad media
12079,21/04/2020,0,0,0,vulnerabilidad media
12080,21/04/2020,0,0,0,vulnerabilidad alta
12081,21/04/2020,0,0,1,vulnerabilidad media
13001,21/04/2020,0,0,1,vulnerabilidad media
13002,21/04/2020,0,0,3,vulnerabilidad alta
13003,21/04/2020,1,1,11,vulnerabilidad baja
13004,21/04/2020,0,0,0,vulnerabilidad alta
13005,21/04/2020,0,0,1,sin vulnerabilidad
13006,21/04/2020,0,0,1,vulnerabilidad media
13007,21/04/2020,0,0,1,vulnerabilidad baja
13008,21/04/2020,0,0,9,vulnerabilidad baja
13009,21/04/2020,0,0,4,sin vulnerabilidad
13010,21/04/2020,0,0,3,vulnerabilidad baja
13011,21/04/2020,0,0,0,vulnerabilidad media
13012,21/04/2020,0,0,1,sin vulnerabilidad
13013,21/04/2020,4,1,10,vulnerabilidad media
13014,21/04/2020,0,0,0,vulnerabilidad baja
13015,21/04/2020,0,0,2,vulnerabilidad baja
13016,21/04/2020,0,0,2,vulnerabilidad baja
13017,21/04/2020,0,0,1,vulnerabilidad baja
13018,21/04/2020,0,0,0,vulnerabilidad baja
13019,21/04/2020,1,0,1,vulnerabilidad media
13020,21/04/2020,0,0,0,vulnerabilidad baja
13021,21/04/2020,5,1,6,vulnerabilidad baja
13022,21/04/2020,1,0,5,sin vulnerabilidad
13023,21/04/2020,1,0,4,vulnerabilidad media
13024,21/04/2020,1,0,1,vulnerabilidad baja
13025,21/04/2020,0,0,0,vulnerabilidad media
13026,21/04/2020,0,0,0,vulnerabilidad media
13027,21/04/2020,0,0,1,vulnerabilidad media
13028,21/04/2020,1,0,13,vulnerabilidad media
13029,21/04/2020,0,1,1,sin vulnerabilidad
13030,21/04/2020,0,1,11,vulnerabilidad media
13031,21/04/2020,0,0,0,vulnerabilidad baja
13032,21/04/2020,0,0,0,vulnerabilidad media
13033,21/04/2020,0,0,0,sin vulnerabilidad
13034,21/04/2020,0,1,3,vulnerabilidad media
13035,21/04/2020,0,0,3,vulnerabilidad baja
13036,21/04/2020,0,0,1,vulnerabilidad media
13037,21/04/2020,3,0,3,vulnerabilidad media
13038,21/04/2020,0,0,1,vulnerabilidad media
13039,21/04/2020,1,1,2,vulnerabilidad baja
13040,21/04/2020,0,0,1,vulnerabilidad media
13041,21/04/2020,2,0,7,vulnerabilidad media
13042,21/04/2020,0,0,1,vulnerabilidad baja
13043,21/04/2020,0,0,1,vulnerabilidad media
13044,21/04/2020,0,0,0,vulnerabilidad baja
13045,21/04/2020,0,0,1,vulnerabilidad baja
13046,21/04/2020,0,0,0,vulnerabilidad media
13047,21/04/2020,0,0,0,vulnerabilidad media
13048,21/04/2020,37,12,193,vulnerabilidad media
13049,21/04/2020,0,0,2,vulnerabilidad media
13050,21/04/2020,0,0,2,vulnerabilidad baja
13051,21/04/2020,14,2,71,vulnerabilidad media
13052,21/04/2020,3,1,4,vulnerabilidad baja
13053,21/04/2020,0,0,1,vulnerabilidad media
13054,21/04/2020,1,0,4,sin vulnerabilidad
13055,21/04/2020,1,0,1,vulnerabilidad baja
13056,21/04/2020,0,0,6,vulnerabilidad media
13057,21/04/2020,1,0,1,vulnerabilidad baja
13058,21/04/2020,0,0,2,vulnerabilidad media
13059,21/04/2020,1,0,6,vulnerabilidad media
13060,21/04/2020,0,0,3,vulnerabilidad baja
13061,21/04/2020,2,0,19,vulnerabilidad baja
13062,21/04/2020,0,0,2,vulnerabilidad media
13063,21/04/2020,1,0,8,sin vulnerabilidad
13064,21/04/2020,0,0,2,vulnerabilidad baja
13065,21/04/2020,1,0,4,sin vulnerabilidad
13066,21/04/2020,1,0,2,vulnerabilidad baja
13067,21/04/2020,3,1,8,vulnerabilidad alta
13068,21/04/2020,0,0,1,vulnerabilidad media
13069,21/04/2020,13,0,46,vulnerabilidad media
13070,21/04/2020,1,0,3,vulnerabilidad media
13071,21/04/2020,0,0,0,vulnerabilidad media
13072,21/04/2020,0,1,3,sin vulnerabilidad
13073,21/04/2020,0,0,3,vulnerabilidad media
13074,21/04/2020,2,1,5,vulnerabilidad media
13075,21/04/2020,0,0,2,sin vulnerabilidad
13076,21/04/2020,1,2,29,vulnerabilidad baja
13077,21/04/2020,7,1,35,vulnerabilidad media
13078,21/04/2020,0,0,0,vulnerabilidad media
13079,21/04/2020,0,0,0,vulnerabilidad baja
13080,21/04/2020,0,0,1,vulnerabilidad media
13081,21/04/2020,0,0,5,vulnerabilidad media
13082,21/04/2020,0,0,1,vulnerabilidad baja
13083,21/04/2020,1,0,12,vulnerabilidad baja
13084,21/04/2020,1,0,4,vulnerabilidad media
14001,21/04/2020,2,1,23,vulnerabilidad baja
14002,21/04/2020,0,1,8,sin vulnerabilidad
14003,21/04/2020,0,0,2,sin vulnerabilidad
14004,21/04/2020,0,0,1,vulnerabilidad baja
14005,21/04/2020,0,1,9,vulnerabilidad baja
14006,21/04/2020,2,0,5,sin vulnerabilidad
14007,21/04/2020,0,0,2,sin vulnerabilidad
14008,21/04/2020,0,0,5,vulnerabilidad baja
14009,21/04/2020,0,0,8,sin vulnerabilidad
14010,21/04/2020,0,0,0,vulnerabilidad baja
14011,21/04/2020,0,0,5,vulnerabilidad baja
14012,21/04/2020,0,1,1,sin vulnerabilidad
14013,21/04/2020,0,0,9,sin vulnerabilidad
14014,21/04/2020,0,0,1,vulnerabilidad baja
14015,21/04/2020,0,1,44,sin vulnerabilidad
14016,21/04/2020,0,0,3,vulnerabilidad baja
14017,21/04/2020,0,0,7,vulnerabilidad baja
14018,21/04/2020,1,1,19,sin vulnerabilidad
14019,21/04/2020,0,0,0,vulnerabilidad media
14020,21/04/2020,0,0,1,vulnerabilidad baja
14021,21/04/2020,0,0,1,vulnerabilidad baja
14022,21/04/2020,0,0,21,vulnerabilidad baja
14023,21/04/2020,0,0,41,vulnerabilidad baja
14024,21/04/2020,1,0,14,sin vulnerabilidad
14025,21/04/2020,0,0,3,sin vulnerabilidad
14026,21/04/2020,0,0,2,sin vulnerabilidad
14027,21/04/2020,0,0,6,vulnerabilidad media
14028,21/04/2020,10,0,33,sin vulnerabilidad
14029,21/04/2020,0,0,7,vulnerabilidad baja
14030,21/04/2020,0,0,11,vulnerabilidad baja
14031,21/04/2020,0,0,0,vulnerabilidad media
14032,21/04/2020,0,0,1,vulnerabilidad baja
14033,21/04/2020,0,0,2,vulnerabilidad baja
14034,21/04/2020,0,0,0,sin vulnerabilidad
14035,21/04/2020,0,0,4,vulnerabilidad baja
14036,21/04/2020,0,0,3,sin vulnerabilidad
14037,21/04/2020,3,2,23,sin vulnerabilidad
14038,21/04/2020,0,0,0,sin vulnerabilidad
14039,21/04/2020,72,19,976,vulnerabilidad media
14040,21/04/2020,0,0,2,vulnerabilidad baja
14041,21/04/2020,0,0,1,sin vulnerabilidad
14042,21/04/2020,0,0,1,vulnerabilidad baja
14043,21/04/2020,0,0,10,sin vulnerabilidad
14044,21/04/2020,0,0,2,vulnerabilidad media
14045,21/04/2020,0,1,6,vulnerabilidad media
14046,21/04/2020,0,0,2,vulnerabilidad baja
14047,21/04/2020,4,0,14,sin vulnerabilidad
14048,21/04/2020,1,0,2,vulnerabilidad baja
14049,21/04/2020,0,0,0,vulnerabilidad baja
14050,21/04/2020,0,0,17,vulnerabilidad media
14051,21/04/2020,1,0,9,sin vulnerabilidad
14052,21/04/2020,0,0,1,vulnerabilidad baja
14053,21/04/2020,1,1,44,sin vulnerabilidad
14054,21/04/2020,0,0,4,sin vulnerabilidad
14055,21/04/2020,0,0,9,sin vulnerabilidad
14056,21/04/2020,0,0,0,vulnerabilidad media
14057,21/04/2020,0,0,0,vulnerabilidad baja
14058,21/04/2020,0,0,1,sin vulnerabilidad
14059,21/04/2020,0,0,2,vulnerabilidad media
14060,21/04/2020,0,0,1,sin vulnerabilidad
14061,21/04/2020,0,0,1,vulnerabilidad media
14062,21/04/2020,0,0,0,vulnerabilidad baja
14063,21/04/2020,3,2,49,vulnerabilidad media
14064,21/04/2020,0,0,8,sin vulnerabilidad
14065,21/04/2020,0,0,1,vulnerabilidad baja
14066,21/04/2020,0,0,8,vulnerabilidad baja
14067,21/04/2020,27,3,191,vulnerabilidad media
14068,21/04/2020,0,0,6,vulnerabilidad baja
14069,21/04/2020,0,0,2,vulnerabilidad media
14070,21/04/2020,0,0,48,vulnerabilidad alta
14071,21/04/2020,0,0,0,vulnerabilidad baja
14072,21/04/2020,0,0,0,sin vulnerabilidad
14073,21/04/2020,2,0,20,vulnerabilidad baja
14074,21/04/2020,2,0,13,vulnerabilidad baja
14075,21/04/2020,0,0,6,sin vulnerabilidad
14076,21/04/2020,0,0,1,sin vulnerabilidad
14077,21/04/2020,1,0,10,sin vulnerabilidad
14078,21/04/2020,0,1,9,vulnerabilidad baja
14079,21/04/2020,0,0,2,vulnerabilidad baja
14080,21/04/2020,0,0,0,sin vulnerabilidad
14081,21/04/2020,0,0,1,sin vulnerabilidad
14082,21/04/2020,0,0,4,vulnerabilidad baja
14083,21/04/2020,0,0,19,sin vulnerabilidad
14084,21/04/2020,0,0,0,sin vulnerabilidad
14085,21/04/2020,0,0,4,sin vulnerabilidad
14086,21/04/2020,0,0,2,vulnerabilidad baja
14087,21/04/2020,0,0,3,vulnerabilidad baja
14088,21/04/2020,2,2,9,sin vulnerabilidad
14089,21/04/2020,0,0,1,sin vulnerabilidad
14090,21/04/2020,0,0,1,sin vulnerabilidad
14091,21/04/2020,0,0,2,vulnerabilidad baja
14092,21/04/2020,0,0,0,vulnerabilidad baja
14093,21/04/2020,0,0,111,vulnerabilidad baja
14094,21/04/2020,5,1,46,vulnerabilidad baja
14095,21/04/2020,0,0,1,sin vulnerabilidad
14096,21/04/2020,4,0,13,vulnerabilidad baja
14097,21/04/2020,4,6,172,vulnerabilidad media
14098,21/04/2020,4,0,157,vulnerabilidad media
14099,21/04/2020,0,0,2,vulnerabilidad baja
14100,21/04/2020,3,2,29,vulnerabilidad baja
14101,21/04/2020,10,3,177,vulnerabilidad media
14102,21/04/2020,0,0,3,sin vulnerabilidad
14103,21/04/2020,0,0,1,sin vulnerabilidad
14104,21/04/2020,0,0,2,sin vulnerabilidad
14105,21/04/2020,0,0,2,sin vulnerabilidad
14106,21/04/2020,0,0,1,vulnerabilidad baja
14107,21/04/2020,0,0,2,vulnerabilidad baja
14108,21/04/2020,1,0,9,vulnerabilidad baja
14109,21/04/2020,0,0,0,vulnerabilidad baja
14110,21/04/2020,0,0,0,sin vulnerabilidad
14111,21/04/2020,0,0,1,vulnerabilidad baja
14112,21/04/2020,0,0,0,vulnerabilidad baja
14113,21/04/2020,0,0,1,vulnerabilidad baja
14114,21/04/2020,0,0,0,sin vulnerabilidad
14115,21/04/2020,0,0,0,vulnerabilidad media
14116,21/04/2020,0,0,0,vulnerabilidad baja
14117,21/04/2020,0,0,3,sin vulnerabilidad
14118,21/04/2020,1,0,29,sin vulnerabilidad
14119,21/04/2020,0,0,3,vulnerabilidad baja
14120,21/04/2020,58,7,799,vulnerabilidad media
14121,21/04/2020,0,0,2,sin vulnerabilidad
14122,21/04/2020,0,0,0,vulnerabilidad baja
14123,21/04/2020,0,0,1,vulnerabilidad baja
14124,21/04/2020,0,0,19,vulnerabilidad baja
14125,21/04/2020,0,0,4,vulnerabilidad baja
15001,21/04/2020,1,0,11,vulnerabilidad media
15002,21/04/2020,9,0,30,vulnerabilidad muy alta
15003,21/04/2020,0,0,4,vulnerabilidad media
15004,21/04/2020,0,0,2,vulnerabilidad media
15005,21/04/2020,4,1,28,vulnerabilidad alta
15006,21/04/2020,0,0,2,vulnerabilidad media
15007,21/04/2020,0,1,4,vulnerabilidad baja
15008,21/04/2020,1,0,3,vulnerabilidad media
15009,21/04/2020,2,0,12,vulnerabilidad media
15010,21/04/2020,0,0,4,vulnerabilidad media
15011,21/04/2020,2,0,9,vulnerabilidad alta
15012,21/04/2020,15,3,75,vulnerabilidad media
15013,21/04/2020,62,10,187,vulnerabilidad media
15014,21/04/2020,2,2,22,vulnerabilidad baja
15015,21/04/2020,1,0,5,vulnerabilidad media
15016,21/04/2020,0,0,4,sin vulnerabilidad
15017,21/04/2020,0,0,1,vulnerabilidad baja
15018,21/04/2020,3,1,25,vulnerabilidad media
15019,21/04/2020,2,0,8,vulnerabilidad alta
15020,21/04/2020,33,3,94,vulnerabilidad media
15021,21/04/2020,1,0,10,vulnerabilidad baja
15022,21/04/2020,1,0,5,vulnerabilidad media
15023,21/04/2020,1,1,8,vulnerabilidad alta
15024,21/04/2020,36,4,108,vulnerabilidad baja
15025,21/04/2020,37,5,208,vulnerabilidad alta
15026,21/04/2020,0,0,2,vulnerabilidad baja
15027,21/04/2020,0,0,0,vulnerabilidad baja
15028,21/04/2020,1,0,5,vulnerabilidad alta
15029,21/04/2020,11,0,56,vulnerabilidad alta
15030,21/04/2020,0,0,3,vulnerabilidad alta
15031,21/04/2020,63,12,212,vulnerabilidad alta
15032,21/04/2020,0,0,3,vulnerabilidad media
15033,21/04/2020,162,27,625,vulnerabilidad alta
15034,21/04/2020,0,0,0,vulnerabilidad baja
15035,21/04/2020,6,1,29,vulnerabilidad baja
15036,21/04/2020,0,0,2,vulnerabilidad baja
15037,21/04/2020,67,6,245,vulnerabilidad media
15038,21/04/2020,1,0,1,vulnerabilidad media
15039,21/04/2020,40,6,142,vulnerabilidad alta
15040,21/04/2020,0,0,2,vulnerabilidad alta
15041,21/04/2020,0,0,1,vulnerabilidad media
15042,21/04/2020,6,2,32,vulnerabilidad alta
15043,21/04/2020,2,0,5,vulnerabilidad media
15044,21/04/2020,1,0,3,vulnerabilidad baja
15045,21/04/2020,0,1,5,vulnerabilidad baja
15046,21/04/2020,0,0,2,vulnerabilidad baja
15047,21/04/2020,1,0,7,vulnerabilidad baja
15048,21/04/2020,2,0,5,sin vulnerabilidad
15049,21/04/2020,0,1,2,vulnerabilidad media
15050,21/04/2020,0,0,3,vulnerabilidad baja
15051,21/04/2020,7,1,37,vulnerabilidad media
15052,21/04/2020,0,0,0,vulnerabilidad baja
15053,21/04/2020,5,1,10,vulnerabilidad alta
15054,21/04/2020,20,2,152,vulnerabilidad media
15055,21/04/2020,0,1,4,vulnerabilidad media
15056,21/04/2020,0,0,5,vulnerabilidad media
15057,21/04/2020,111,9,472,vulnerabilidad media
15058,21/04/2020,153,21,638,vulnerabilidad alta
15059,21/04/2020,1,0,6,vulnerabilidad alta
15060,21/04/2020,55,7,172,vulnerabilidad alta
15061,21/04/2020,1,0,2,sin vulnerabilidad
15062,21/04/2020,1,0,9,vulnerabilidad alta
15063,21/04/2020,0,0,1,vulnerabilidad baja
15064,21/04/2020,2,1,4,vulnerabilidad media
15065,21/04/2020,1,0,6,sin vulnerabilidad
15066,21/04/2020,0,0,0,vulnerabilidad baja
15067,21/04/2020,0,0,6,vulnerabilidad media
15068,21/04/2020,1,0,3,vulnerabilidad alta
15069,21/04/2020,0,0,0,vulnerabilidad media
15070,21/04/2020,19,2,87,vulnerabilidad muy alta
15071,21/04/2020,0,0,0,sin vulnerabilidad
15072,21/04/2020,1,0,1,vulnerabilidad baja
15073,21/04/2020,3,0,11,vulnerabilidad baja
15074,21/04/2020,2,1,17,vulnerabilidad alta
15075,21/04/2020,0,0,2,vulnerabilidad baja
15076,21/04/2020,2,0,19,vulnerabilidad media
15077,21/04/2020,1,0,1,vulnerabilidad media
15078,21/04/2020,0,0,1,vulnerabilidad baja
15079,21/04/2020,0,0,1,vulnerabilidad baja
15080,21/04/2020,0,0,1,vulnerabilidad media
15081,21/04/2020,40,2,163,vulnerabilidad media
15082,21/04/2020,0,0,7,vulnerabilidad media
15083,21/04/2020,1,0,5,vulnerabilidad media
15084,21/04/2020,0,0,6,sin vulnerabilidad
15085,21/04/2020,0,0,2,vulnerabilidad media
15086,21/04/2020,0,0,3,vulnerabilidad media
15087,21/04/2020,2,0,12,vulnerabilidad media
15088,21/04/2020,3,1,13,vulnerabilidad alta
15089,21/04/2020,0,0,3,vulnerabilidad media
15090,21/04/2020,1,2,12,vulnerabilidad alta
15091,21/04/2020,5,1,14,vulnerabilidad media
15092,21/04/2020,2,0,9,vulnerabilidad baja
15093,21/04/2020,0,0,1,vulnerabilidad baja
15094,21/04/2020,0,1,4,vulnerabilidad muy alta
15095,21/04/2020,5,1,17,vulnerabilidad alta
15096,21/04/2020,0,0,3,vulnerabilidad alta
15097,21/04/2020,0,0,1,vulnerabilidad baja
15098,21/04/2020,0,0,0,vulnerabilidad baja
15099,21/04/2020,18,4,72,vulnerabilidad alta
15100,21/04/2020,4,1,16,vulnerabilidad muy alta
15101,21/04/2020,3,0,7,vulnerabilidad alta
15102,21/04/2020,0,0,1,sin vulnerabilidad
15103,21/04/2020,2,0,16,vulnerabilidad media
15104,21/04/2020,116,9,440,vulnerabilidad media
15105,21/04/2020,0,0,1,vulnerabilidad media
15106,21/04/2020,47,3,369,vulnerabilidad baja
15107,21/04/2020,0,0,1,sin vulnerabilidad
15108,21/04/2020,8,4,36,vulnerabilidad media
15109,21/04/2020,46,8,158,vulnerabilidad media
15110,21/04/2020,1,0,7,vulnerabilidad baja
15111,21/04/2020,0,0,2,vulnerabilidad media
15112,21/04/2020,1,0,4,vulnerabilidad media
15113,21/04/2020,0,0,3,vulnerabilidad media
15114,21/04/2020,0,0,5,vulnerabilidad media
15115,21/04/2020,8,0,17,vulnerabilidad media
15116,21/04/2020,0,0,0,sin vulnerabilidad
15117,21/04/2020,0,0,1,vulnerabilidad media
15118,21/04/2020,6,2,43,vulnerabilidad media
15119,21/04/2020,1,0,2,vulnerabilidad media
15120,21/04/2020,13,4,55,vulnerabilidad media
15121,21/04/2020,54,2,189,vulnerabilidad media
15122,21/04/2020,30,6,102,vulnerabilidad alta
15123,21/04/2020,0,0,0,vulnerabilidad media
15124,21/04/2020,1,0,4,vulnerabilidad media
15125,21/04/2020,1,0,4,vulnerabilidad alta
16001,21/04/2020,0,0,0,vulnerabilidad media
16002,21/04/2020,0,0,1,vulnerabilidad media
16003,21/04/2020,3,2,15,vulnerabilidad baja
16004,21/04/2020,0,1,6,vulnerabilidad media
16005,21/04/2020,0,0,0,vulnerabilidad baja
16006,21/04/2020,0,0,19,vulnerabilidad media
